id,title,description,instructor_id,category_id,status,visibility,price,is_free,thumbnail_url,created_at,updated_at
558,Advanced Biology,Comprehensive biology course covering fundamental concepts and practical applications.,976,5,ACCEPTED,PUBLIC,153.38,True,/thumbnails/course_558.jpg,2025-09-12 17:32:35,2025-10-18 17:32:35
559,Complete Nutrition Guide,Comprehensive nutrition course covering fundamental concepts and practical applications.,1675,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_559.jpg,2025-09-12 17:26:35,2025-10-05 17:26:35
560,French Grammar Mastery,Learn french from scratch with hands-on projects and real-world examples.,929,4,ACCEPTED,PUBLIC,27.57,False,/thumbnails/course_560.jpg,2025-09-12 17:37:10,2025-11-09 17:37:10
561,Introduction to Analytics,Comprehensive analytics course covering fundamental concepts and practical applications.,1165,3,ACCEPTED,PUBLIC,51.87,True,/thumbnails/course_561.jpg,2025-09-12 17:36:28,2025-10-26 17:36:28
562,IoT Best Practices,Comprehensive iot course covering fundamental concepts and practical applications.,1053,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_562.jpg,2025-09-12 17:33:16,2025-10-06 17:33:16
563,Advanced Python,Master python with this complete guide designed for all skill levels.,1268,1,DECLINED,PRIVATE,130.29,True,/thumbnails/course_563.jpg,2025-09-12 17:38:24,2025-09-19 17:38:24
564,Master Python,Professional python training with industry best practices and expert insights.,181,1,DECLINED,PUBLIC,0.0,False,/thumbnails/course_564.jpg,2025-09-12 17:31:29,2025-10-16 17:31:29
565,Study Skills Mastery,Master study skills with this complete guide designed for all skill levels.,1870,10,ACCEPTED,PUBLIC,45.96,True,/thumbnails/course_565.jpg,2025-09-12 17:31:03,2025-10-07 17:31:03
566,Advanced Mindfulness,In-depth mindfulness course with practical exercises and certification.,1873,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_566.jpg,2025-09-12 17:34:43,2025-11-01 17:34:43
567,Modern Music Theory Techniques,Learn music theory from scratch with hands-on projects and real-world examples.,1213,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_567.jpg,2025-09-12 17:35:18,2025-09-15 17:35:18
568,Chinese Grammar Mastery,Master chinese with this complete guide designed for all skill levels.,276,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_568.jpg,2025-09-12 17:29:03,2025-10-26 17:29:03
569,Java for Beginners,Professional java training with industry best practices and expert insights.,2081,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_569.jpg,2025-09-12 17:31:35,2025-10-18 17:31:35
570,Creative Creative Writing Workshop,In-depth creative writing course with practical exercises and certification.,1938,6,PENDING,PUBLIC,0.0,False,/thumbnails/course_570.jpg,2025-09-12 17:32:10,2025-10-31 17:32:10
571,Business German,In-depth german course with practical exercises and certification.,298,4,PENDING,PUBLIC,0.0,True,/thumbnails/course_571.jpg,2025-09-12 17:28:13,2025-10-05 17:28:13
572,Advanced French,Master french with this complete guide designed for all skill levels.,1258,4,ACCEPTED,PUBLIC,7.26,False,/thumbnails/course_572.jpg,2025-09-12 17:29:14,2025-10-04 17:29:14
573,Logo Design for Professionals,In-depth logo design course with practical exercises and certification.,486,2,ACCEPTED,PUBLIC,277.25,False,/thumbnails/course_573.jpg,2025-09-12 17:36:46,2025-10-25 17:36:46
574,Music Theory Masterclass,Comprehensive music theory course covering fundamental concepts and practical applications.,368,6,PENDING,PUBLIC,72.91,True,/thumbnails/course_574.jpg,2025-09-12 17:26:06,2025-09-21 17:26:06
575,Nutrition for Beginners,Master nutrition with this complete guide designed for all skill levels.,362,7,PENDING,PUBLIC,0.0,True,/thumbnails/course_575.jpg,2025-09-12 17:26:19,2025-10-03 17:26:19
576,Master C++,Learn c++ from scratch with hands-on projects and real-world examples.,2014,1,ACCEPTED,PUBLIC,77.59,True,/thumbnails/course_576.jpg,2025-09-12 17:22:17,2025-10-28 17:22:17
577,Advanced Logic,Comprehensive logic course covering fundamental concepts and practical applications.,1416,10,ACCEPTED,PUBLIC,199.05,False,/thumbnails/course_577.jpg,2025-09-12 17:23:44,2025-09-22 17:23:44
578,Web Design Design Principles,Learn web design from scratch with hands-on projects and real-world examples.,958,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_578.jpg,2025-09-12 17:23:02,2025-09-12 17:23:02
579,Introduction to Mathematics,Master mathematics with this complete guide designed for all skill levels.,1340,5,ACCEPTED,PRIVATE,5.72,True,/thumbnails/course_579.jpg,2025-09-12 17:25:03,2025-10-23 17:25:03
580,Business French,Professional french training with industry best practices and expert insights.,1891,4,PENDING,PUBLIC,29.88,False,/thumbnails/course_580.jpg,2025-09-12 17:26:04,2025-11-06 17:26:04
581,Sales for Entrepreneurs,Comprehensive sales course covering fundamental concepts and practical applications.,675,3,DECLINED,PUBLIC,0.0,True,/thumbnails/course_581.jpg,2025-09-12 17:24:42,2025-10-17 17:24:42
582,Nutrition Certification,Comprehensive nutrition course covering fundamental concepts and practical applications.,888,7,ACCEPTED,PUBLIC,91.48,True,/thumbnails/course_582.jpg,2025-09-12 17:36:21,2025-10-29 17:36:21
583,Effective Time Management,Master time management with this complete guide designed for all skill levels.,1295,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_583.jpg,2025-09-12 17:25:20,2025-10-14 17:25:20
584,Advanced Cloud Computing,Master cloud computing with this complete guide designed for all skill levels.,1463,8,ACCEPTED,PUBLIC,244.45,False,/thumbnails/course_584.jpg,2025-09-12 17:26:07,2025-10-17 17:26:07
585,Advanced Cybersecurity,Learn cybersecurity from scratch with hands-on projects and real-world examples.,1236,8,ACCEPTED,PUBLIC,197.07,False,/thumbnails/course_585.jpg,2025-09-12 17:23:32,2025-10-06 17:23:32
586,Classical Film,In-depth film course with practical exercises and certification.,818,6,ACCEPTED,PUBLIC,171.86,True,/thumbnails/course_586.jpg,2025-09-12 17:30:40,2025-10-01 17:30:40
587,Research Methods Mastery,Professional research methods training with industry best practices and expert insights.,2005,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_587.jpg,2025-09-12 17:32:23,2025-10-19 17:32:23
588,Professional Wellness,Learn wellness from scratch with hands-on projects and real-world examples.,474,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_588.jpg,2025-09-12 17:31:57,2025-10-15 17:31:57
589,Creative Logo Design Workshop,Learn logo design from scratch with hands-on projects and real-world examples.,2099,2,ACCEPTED,PUBLIC,95.25,True,/thumbnails/course_589.jpg,2025-09-12 17:29:11,2025-11-11 17:29:11
590,Advanced Java,Master java with this complete guide designed for all skill levels.,486,1,ACCEPTED,PUBLIC,229.62,True,/thumbnails/course_590.jpg,2025-09-12 17:37:28,2025-10-08 17:37:28
591,Advanced Yoga,Professional yoga training with industry best practices and expert insights.,972,7,DECLINED,PUBLIC,0.0,False,/thumbnails/course_591.jpg,2025-09-12 17:35:53,2025-09-20 17:35:53
592,Creative UI/UX Workshop,In-depth ui/ux course with practical exercises and certification.,952,2,ACCEPTED,PUBLIC,183.7,True,/thumbnails/course_592.jpg,2025-09-12 17:35:01,2025-09-26 17:35:01
593,Photography History,Master photography with this complete guide designed for all skill levels.,270,6,ACCEPTED,PUBLIC,142.98,True,/thumbnails/course_593.jpg,2025-09-12 17:25:13,2025-10-20 17:25:13
594,Modern Film Techniques,Master film with this complete guide designed for all skill levels.,638,6,ACCEPTED,PUBLIC,147.43,False,/thumbnails/course_594.jpg,2025-09-12 17:31:21,2025-09-24 17:31:21
595,Cloud Computing Fundamentals,Professional cloud computing training with industry best practices and expert insights.,81,8,ACCEPTED,PUBLIC,285.05,False,/thumbnails/course_595.jpg,2025-09-12 17:28:11,2025-10-24 17:28:11
596,Advanced Study Skills,Comprehensive study skills course covering fundamental concepts and practical applications.,611,10,ACCEPTED,PUBLIC,295.68,True,/thumbnails/course_596.jpg,2025-09-12 17:37:11,2025-10-13 17:37:11
597,AI Best Practices,Professional ai training with industry best practices and expert insights.,888,8,ACCEPTED,PUBLIC,232.86,True,/thumbnails/course_597.jpg,2025-09-12 17:22:11,2025-11-03 17:22:11
598,DevOps Implementation,Master devops with this complete guide designed for all skill levels.,1491,8,ACCEPTED,PUBLIC,222.73,True,/thumbnails/course_598.jpg,2025-09-12 17:33:27,2025-10-15 17:33:27
599,DevOps Best Practices,Comprehensive devops course covering fundamental concepts and practical applications.,1924,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_599.jpg,2025-09-12 17:26:22,2025-11-07 17:26:22
600,Music Theory Basics,In-depth music theory course with practical exercises and certification.,1992,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_600.jpg,2025-09-12 17:34:22,2025-10-17 17:34:22
601,Advanced Mindfulness,Comprehensive mindfulness course covering fundamental concepts and practical applications.,692,9,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_601.jpg,2025-09-12 17:27:34,2025-10-01 17:27:34
602,Advanced Chinese,Learn chinese from scratch with hands-on projects and real-world examples.,1574,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_602.jpg,2025-09-12 17:32:48,2025-10-26 17:32:48
603,Graphic Design for Professionals,Professional graphic design training with industry best practices and expert insights.,1661,2,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_603.jpg,2025-09-12 17:23:17,2025-09-23 17:23:17
604,Logic Mastery,In-depth logic course with practical exercises and certification.,453,10,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_604.jpg,2025-09-12 17:22:42,2025-09-13 17:22:42
605,Complete Mental Health Guide,In-depth mental health course with practical exercises and certification.,714,7,ACCEPTED,PUBLIC,27.05,False,/thumbnails/course_605.jpg,2025-09-12 17:22:06,2025-10-23 17:22:06
606,French for Travelers,Comprehensive french course covering fundamental concepts and practical applications.,300,4,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_606.jpg,2025-09-12 17:29:38,2025-10-05 17:29:38
607,Learn Japanese - Beginner,Professional japanese training with industry best practices and expert insights.,1895,4,ACCEPTED,PUBLIC,47.97,True,/thumbnails/course_607.jpg,2025-09-12 17:34:19,2025-09-14 17:34:19
608,Creative Web Design Workshop,In-depth web design course with practical exercises and certification.,508,2,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_608.jpg,2025-09-12 17:27:24,2025-10-31 17:27:24
609,Spanish for Travelers,Professional spanish training with industry best practices and expert insights.,1080,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_609.jpg,2025-09-12 17:38:01,2025-10-10 17:38:01
610,Typography Masterclass,Learn typography from scratch with hands-on projects and real-world examples.,387,2,PENDING,PRIVATE,288.12,False,/thumbnails/course_610.jpg,2025-09-12 17:36:51,2025-10-30 17:36:51
611,Photography Masterclass,Professional photography training with industry best practices and expert insights.,1803,6,ACCEPTED,PUBLIC,163.04,False,/thumbnails/course_611.jpg,2025-09-12 17:34:36,2025-11-07 17:34:36
612,Modern Music Theory Techniques,Learn music theory from scratch with hands-on projects and real-world examples.,1732,6,PENDING,PUBLIC,132.56,True,/thumbnails/course_612.jpg,2025-09-12 17:32:04,2025-09-12 17:32:04
613,Creative Branding Workshop,Master branding with this complete guide designed for all skill levels.,2078,2,ACCEPTED,PUBLIC,62.29,False,/thumbnails/course_613.jpg,2025-09-12 17:36:22,2025-09-15 17:36:22
614,Complete Python Guide,Learn python from scratch with hands-on projects and real-world examples.,133,1,PENDING,PUBLIC,251.4,False,/thumbnails/course_614.jpg,2025-09-12 17:25:34,2025-11-09 17:25:34
615,Test Prep Fundamentals,Comprehensive test prep course covering fundamental concepts and practical applications.,1560,10,PENDING,PUBLIC,48.4,False,/thumbnails/course_615.jpg,2025-09-12 17:32:11,2025-10-24 17:32:11
616,Theoretical Data Science,In-depth data science course with practical exercises and certification.,2127,5,ACCEPTED,PUBLIC,53.22,True,/thumbnails/course_616.jpg,2025-09-12 17:35:26,2025-10-19 17:35:26
617,Physics Fundamentals,Comprehensive physics course covering fundamental concepts and practical applications.,1053,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_617.jpg,2025-09-12 17:31:46,2025-11-03 17:31:46
618,Learn Chinese - Beginner,In-depth chinese course with practical exercises and certification.,229,4,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_618.jpg,2025-09-12 17:27:18,2025-10-26 17:27:18
619,Drawing Masterclass,In-depth drawing course with practical exercises and certification.,1546,6,PENDING,PUBLIC,208.74,True,/thumbnails/course_619.jpg,2025-09-12 17:21:17,2025-09-18 17:21:17
620,Italian Grammar Mastery,In-depth italian course with practical exercises and certification.,282,4,PENDING,PUBLIC,206.59,True,/thumbnails/course_620.jpg,2025-09-12 17:26:38,2025-10-27 17:26:38
621,Mathematics Fundamentals,In-depth mathematics course with practical exercises and certification.,1113,5,PENDING,PUBLIC,0.0,True,/thumbnails/course_621.jpg,2025-09-12 17:29:35,2025-10-21 17:29:35
622,Chemistry Fundamentals,In-depth chemistry course with practical exercises and certification.,2097,5,ACCEPTED,PUBLIC,218.75,True,/thumbnails/course_622.jpg,2025-09-12 17:35:13,2025-11-02 17:35:13
623,Creative Branding Workshop,Learn branding from scratch with hands-on projects and real-world examples.,1028,2,ACCEPTED,PRIVATE,0.47,False,/thumbnails/course_623.jpg,2025-09-12 17:24:12,2025-10-22 17:24:12
624,Film Basics,Learn film from scratch with hands-on projects and real-world examples.,1558,6,PENDING,PUBLIC,100.13,True,/thumbnails/course_624.jpg,2025-09-12 17:37:39,2025-10-22 17:37:39
625,Introduction to Marketing,Learn marketing from scratch with hands-on projects and real-world examples.,994,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_625.jpg,2025-09-12 17:32:27,2025-10-01 17:32:27
626,Professional First Aid,Master first aid with this complete guide designed for all skill levels.,62,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_626.jpg,2025-09-12 17:26:05,2025-10-07 17:26:05
627,Professional Sales Skills,In-depth sales course with practical exercises and certification.,118,3,DECLINED,PUBLIC,58.2,True,/thumbnails/course_627.jpg,2025-09-12 17:22:28,2025-11-10 17:22:28
628,Goal Setting Workshop,Professional goal setting training with industry best practices and expert insights.,137,9,PENDING,PRIVATE,144.44,True,/thumbnails/course_628.jpg,2025-09-12 17:25:49,2025-11-08 17:25:49
629,Biology Laboratory,Professional biology training with industry best practices and expert insights.,1546,5,ACCEPTED,PUBLIC,16.81,True,/thumbnails/course_629.jpg,2025-09-12 17:29:13,2025-10-18 17:29:13
630,Complete Python Guide,Learn python from scratch with hands-on projects and real-world examples.,2136,1,ACCEPTED,PUBLIC,239.85,True,/thumbnails/course_630.jpg,2025-09-12 17:38:32,2025-10-04 17:38:32
631,Introduction to Chemistry,Master chemistry with this complete guide designed for all skill levels.,123,5,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_631.jpg,2025-09-12 17:37:56,2025-10-16 17:37:56
632,Effective Mindfulness,In-depth mindfulness course with practical exercises and certification.,1469,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_632.jpg,2025-09-12 17:30:31,2025-11-01 17:30:31
633,Analytics Management,Master analytics with this complete guide designed for all skill levels.,133,3,PENDING,PUBLIC,0.0,False,/thumbnails/course_633.jpg,2025-09-12 17:27:56,2025-11-07 17:27:56
634,AI Fundamentals,Professional ai training with industry best practices and expert insights.,1060,8,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_634.jpg,2025-09-12 17:27:11,2025-09-19 17:27:11
635,Advanced Spanish,Learn spanish from scratch with hands-on projects and real-world examples.,317,4,ACCEPTED,PUBLIC,7.48,True,/thumbnails/course_635.jpg,2025-09-12 17:35:17,2025-10-14 17:35:17
636,C++ for Beginners,Master c++ with this complete guide designed for all skill levels.,1757,1,PENDING,PUBLIC,157.08,True,/thumbnails/course_636.jpg,2025-09-12 17:22:20,2025-09-21 17:22:20
637,Introduction to Statistics,Learn statistics from scratch with hands-on projects and real-world examples.,745,5,ACCEPTED,PUBLIC,137.81,True,/thumbnails/course_637.jpg,2025-09-12 17:21:20,2025-10-15 17:21:20
638,Time Management Mastery,Master time management with this complete guide designed for all skill levels.,158,9,ACCEPTED,PUBLIC,178.28,False,/thumbnails/course_638.jpg,2025-09-12 17:33:20,2025-10-11 17:33:20
639,UI/UX Design Principles,In-depth ui/ux course with practical exercises and certification.,1097,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_639.jpg,2025-09-12 17:32:44,2025-10-22 17:32:44
640,Master Node.js,Learn node.js from scratch with hands-on projects and real-world examples.,698,1,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_640.jpg,2025-09-12 17:33:45,2025-10-31 17:33:45
641,Business Italian,Comprehensive italian course covering fundamental concepts and practical applications.,966,4,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_641.jpg,2025-09-12 17:32:32,2025-09-12 17:32:32
642,Professional IoT,In-depth iot course with practical exercises and certification.,343,8,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_642.jpg,2025-09-12 17:21:07,2025-10-02 17:21:07
643,Advanced French,Master french with this complete guide designed for all skill levels.,2127,4,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_643.jpg,2025-09-12 17:24:36,2025-10-21 17:24:36
644,Complete Machine Learning Guide,Comprehensive machine learning course covering fundamental concepts and practical applications.,436,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_644.jpg,2025-09-12 17:37:30,2025-09-15 17:37:30
645,Introduction to Blockchain,Comprehensive blockchain course covering fundamental concepts and practical applications.,282,8,ACCEPTED,PUBLIC,53.69,True,/thumbnails/course_645.jpg,2025-09-12 17:38:08,2025-10-19 17:38:08
646,Theoretical Data Science,Professional data science training with industry best practices and expert insights.,1311,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_646.jpg,2025-09-12 17:27:55,2025-10-27 17:27:55
647,Advanced Machine Learning,In-depth machine learning course with practical exercises and certification.,438,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_647.jpg,2025-09-12 17:28:14,2025-10-26 17:28:14
648,Modern Photography Techniques,Professional photography training with industry best practices and expert insights.,1095,6,DECLINED,PUBLIC,213.06,True,/thumbnails/course_648.jpg,2025-09-12 17:26:04,2025-09-26 17:26:04
649,Advanced Study Skills,In-depth study skills course with practical exercises and certification.,935,10,ACCEPTED,PUBLIC,117.62,True,/thumbnails/course_649.jpg,2025-09-12 17:32:22,2025-10-24 17:32:22
650,Advanced AI,Professional ai training with industry best practices and expert insights.,1762,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_650.jpg,2025-09-12 17:38:16,2025-10-04 17:38:16
651,Modern Painting Techniques,Learn painting from scratch with hands-on projects and real-world examples.,994,6,ACCEPTED,PUBLIC,181.33,False,/thumbnails/course_651.jpg,2025-09-12 17:30:22,2025-09-18 17:30:22
652,Advanced Wellness,Comprehensive wellness course covering fundamental concepts and practical applications.,1165,7,ACCEPTED,PUBLIC,21.28,False,/thumbnails/course_652.jpg,2025-09-12 17:34:22,2025-10-11 17:34:22
653,Business Japanese,Professional japanese training with industry best practices and expert insights.,852,4,ACCEPTED,PUBLIC,164.38,True,/thumbnails/course_653.jpg,2025-09-12 17:27:44,2025-10-06 17:27:44
654,Research Methods Fundamentals,Learn research methods from scratch with hands-on projects and real-world examples.,1604,10,ACCEPTED,PUBLIC,130.6,True,/thumbnails/course_654.jpg,2025-09-12 17:35:52,2025-10-16 17:35:52
655,Communication Workshop,Learn communication from scratch with hands-on projects and real-world examples.,266,9,ACCEPTED,PUBLIC,213.57,True,/thumbnails/course_655.jpg,2025-09-12 17:22:22,2025-09-19 17:22:22
656,Critical Thinking Mastery,Professional critical thinking training with industry best practices and expert insights.,1165,10,PENDING,PUBLIC,246.6,False,/thumbnails/course_656.jpg,2025-09-12 17:36:33,2025-10-07 17:36:33
657,Critical Thinking Fundamentals,Comprehensive critical thinking course covering fundamental concepts and practical applications.,1432,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_657.jpg,2025-09-12 17:30:56,2025-09-15 17:30:56
658,Advanced C++,Learn c++ from scratch with hands-on projects and real-world examples.,2141,1,ACCEPTED,PUBLIC,190.83,False,/thumbnails/course_658.jpg,2025-09-12 17:36:36,2025-09-21 17:36:36
659,French for Travelers,Professional french training with industry best practices and expert insights.,1973,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_659.jpg,2025-09-12 17:22:33,2025-10-10 17:22:33
660,Advanced Chemistry,Master chemistry with this complete guide designed for all skill levels.,1053,5,ACCEPTED,PUBLIC,273.95,False,/thumbnails/course_660.jpg,2025-09-12 17:30:44,2025-11-11 17:30:44
661,Business Italian,Master italian with this complete guide designed for all skill levels.,298,4,PENDING,PUBLIC,183.44,True,/thumbnails/course_661.jpg,2025-09-12 17:32:23,2025-11-05 17:32:23
662,Effective Productivity,Comprehensive productivity course covering fundamental concepts and practical applications.,1398,9,ACCEPTED,PUBLIC,290.36,False,/thumbnails/course_662.jpg,2025-09-12 17:21:38,2025-10-17 17:21:38
663,UI/UX Masterclass,Master ui/ux with this complete guide designed for all skill levels.,123,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_663.jpg,2025-09-12 17:34:56,2025-10-07 17:34:56
664,German for Travelers,Professional german training with industry best practices and expert insights.,1536,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_664.jpg,2025-09-12 17:23:10,2025-10-24 17:23:10
665,Complete Mental Health Guide,Learn mental health from scratch with hands-on projects and real-world examples.,681,7,ACCEPTED,PUBLIC,252.99,False,/thumbnails/course_665.jpg,2025-09-12 17:37:13,2025-10-08 17:37:13
666,Advanced Research Methods,Learn research methods from scratch with hands-on projects and real-world examples.,451,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_666.jpg,2025-09-12 17:35:16,2025-09-21 17:35:16
667,Digital Logo Design Course,Professional logo design training with industry best practices and expert insights.,453,2,DECLINED,PUBLIC,0.0,True,/thumbnails/course_667.jpg,2025-09-12 17:36:51,2025-10-08 17:36:51
668,DevOps Implementation,In-depth devops course with practical exercises and certification.,1586,8,ACCEPTED,PUBLIC,136.31,True,/thumbnails/course_668.jpg,2025-09-12 17:28:54,2025-11-03 17:28:54
669,Advanced Goal Setting,Master goal setting with this complete guide designed for all skill levels.,810,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_669.jpg,2025-09-12 17:31:47,2025-10-18 17:31:47
670,Professional C++,In-depth c++ course with practical exercises and certification.,955,1,ACCEPTED,PUBLIC,163.84,False,/thumbnails/course_670.jpg,2025-09-12 17:28:38,2025-09-14 17:28:38
671,Classical Painting,Master painting with this complete guide designed for all skill levels.,368,6,ACCEPTED,PUBLIC,288.51,False,/thumbnails/course_671.jpg,2025-09-12 17:36:22,2025-10-28 17:36:22
672,Creative Writing History,Master creative writing with this complete guide designed for all skill levels.,1704,6,PENDING,PUBLIC,157.0,True,/thumbnails/course_672.jpg,2025-09-12 17:30:04,2025-09-27 17:30:04
673,Modern Typography Techniques,Comprehensive typography course covering fundamental concepts and practical applications.,1995,2,ACCEPTED,PUBLIC,93.75,False,/thumbnails/course_673.jpg,2025-09-12 17:31:16,2025-10-03 17:31:16
674,UI/UX for Professionals,Professional ui/ux training with industry best practices and expert insights.,1666,2,ACCEPTED,PUBLIC,140.77,True,/thumbnails/course_674.jpg,2025-09-12 17:22:21,2025-10-08 17:22:21
675,Biology Fundamentals,Master biology with this complete guide designed for all skill levels.,592,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_675.jpg,2025-09-12 17:28:51,2025-10-29 17:28:51
676,Advanced Italian,In-depth italian course with practical exercises and certification.,936,4,DECLINED,PUBLIC,0.0,True,/thumbnails/course_676.jpg,2025-09-12 17:29:42,2025-09-22 17:29:42
677,Professional Nutrition,Master nutrition with this complete guide designed for all skill levels.,113,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_677.jpg,2025-09-12 17:34:30,2025-10-14 17:34:30
678,Leadership Strategy,Master leadership with this complete guide designed for all skill levels.,438,3,ACCEPTED,PUBLIC,82.56,False,/thumbnails/course_678.jpg,2025-09-12 17:30:05,2025-10-29 17:30:05
679,Branding Design Principles,Learn branding from scratch with hands-on projects and real-world examples.,529,2,ACCEPTED,PUBLIC,110.93,False,/thumbnails/course_679.jpg,2025-09-12 17:21:10,2025-11-01 17:21:10
680,Music Theory History,Professional music theory training with industry best practices and expert insights.,619,6,ACCEPTED,PRIVATE,258.6,False,/thumbnails/course_680.jpg,2025-09-12 17:28:51,2025-09-17 17:28:51
681,Advanced Critical Thinking,Learn critical thinking from scratch with hands-on projects and real-world examples.,1787,10,DECLINED,PUBLIC,123.88,False,/thumbnails/course_681.jpg,2025-09-12 17:22:25,2025-10-24 17:22:25
682,Complete Logic Course,Learn logic from scratch with hands-on projects and real-world examples.,755,10,ACCEPTED,PUBLIC,252.54,False,/thumbnails/course_682.jpg,2025-09-12 17:28:36,2025-09-28 17:28:36
683,Nutrition Essentials,Learn nutrition from scratch with hands-on projects and real-world examples.,1688,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_683.jpg,2025-09-12 17:36:22,2025-10-29 17:36:22
684,Master SQL,Professional sql training with industry best practices and expert insights.,1716,1,PENDING,PUBLIC,0.0,True,/thumbnails/course_684.jpg,2025-09-12 17:29:11,2025-10-09 17:29:11
685,Leadership Strategy,Professional leadership training with industry best practices and expert insights.,1438,3,ACCEPTED,PUBLIC,288.52,True,/thumbnails/course_685.jpg,2025-09-12 17:34:35,2025-09-14 17:34:35
686,Advanced Node.js,Professional node.js training with industry best practices and expert insights.,966,1,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_686.jpg,2025-09-12 17:21:06,2025-09-18 17:21:06
687,SQL Bootcamp,Professional sql training with industry best practices and expert insights.,858,1,ACCEPTED,PRIVATE,176.61,False,/thumbnails/course_687.jpg,2025-09-12 17:35:42,2025-10-03 17:35:42
688,Professional Logic,Learn logic from scratch with hands-on projects and real-world examples.,1098,10,ACCEPTED,PUBLIC,201.83,True,/thumbnails/course_688.jpg,2025-09-12 17:22:39,2025-09-12 17:22:39
689,Advanced Nutrition,In-depth nutrition course with practical exercises and certification.,349,7,ACCEPTED,PUBLIC,105.45,True,/thumbnails/course_689.jpg,2025-09-12 17:23:37,2025-09-28 17:23:37
690,Introduction to Marketing,Comprehensive marketing course covering fundamental concepts and practical applications.,317,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_690.jpg,2025-09-12 17:30:22,2025-11-08 17:30:22
691,Advanced Statistics,Comprehensive statistics course covering fundamental concepts and practical applications.,396,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_691.jpg,2025-09-12 17:35:15,2025-10-06 17:35:15
692,Digital Typography Course,In-depth typography course with practical exercises and certification.,638,2,ACCEPTED,PUBLIC,208.69,False,/thumbnails/course_692.jpg,2025-09-12 17:21:35,2025-10-11 17:21:35
693,Time Management Workshop,Professional time management training with industry best practices and expert insights.,976,9,DECLINED,PRIVATE,207.66,True,/thumbnails/course_693.jpg,2025-09-12 17:38:09,2025-10-31 17:38:09
694,Web Design Masterclass,Learn web design from scratch with hands-on projects and real-world examples.,246,2,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_694.jpg,2025-09-12 17:31:29,2025-10-06 17:31:29
695,Complete Python Guide,Master python with this complete guide designed for all skill levels.,946,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_695.jpg,2025-09-12 17:22:46,2025-11-10 17:22:46
696,Introduction to Sales,Professional sales training with industry best practices and expert insights.,617,3,PENDING,PUBLIC,32.53,True,/thumbnails/course_696.jpg,2025-09-12 17:37:59,2025-10-09 17:37:59
697,Effective Mindfulness,Comprehensive mindfulness course covering fundamental concepts and practical applications.,1642,9,ACCEPTED,PUBLIC,30.99,False,/thumbnails/course_697.jpg,2025-09-12 17:28:19,2025-10-18 17:28:19
